Dataset,Model Variant,Fault Name,Rank,Variable,Score
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,21,LShoulderRollTemp,10.937335
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,22,HipRollTemp,10.753619
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,23,LElbowYawTemp,8.864278
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,24,RWristYawTemp,7.557901
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,25,LWristYawTemp,7.030350
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,26,LaserR08X,6.566969
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,27,LaserR11X,5.863165
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,28,LaserR15X,4.642303
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,29,WheelBStiff,3.149753
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,30,WheelFRStiff,2.324122
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,31,LaserShovel01X,0.120498
Robotics (Pepper),Polynomial degree 3,LedsControl.csv,32,LaserShovel02X,0.000003
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,1,LaserShovel03X,5.362749
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,2,LaserShovel01X,3.887361
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,3,HeadPicthTemp,3.427720
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,4,WheelFLTemp,3.044600
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,5,LaserShovel02X,2.653096
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,6,WheelBStiff,2.418051
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,7,LaserF01X,2.417199
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,8,HipPicthTemp,2.012162
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,9,LShoulderPitchTemp,1.929064
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,10,LaserR11X,1.912827
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,11,LElbowYawTemp,1.838055
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,12,KneePicthTemp,1.805068
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,13,LaserR08X,1.743390
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,14,LaserR05X,1.553691
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,15,LaserR07X,1.417872
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,16,LaserR09X,1.293927
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,17,WheelFRStiff,1.215447
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,18,LaserR06X,1.164594
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,19,LShoulderRollTemp,1.087199
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,20,RShoulderRollTemp,1.084026
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,21,RElbowRollTemp,1.020074
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,22,LWristYawTemp,0.951295
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,23,HipRollTemp,0.951155
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,24,RShoulderPitchTemp,0.930961
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,25,LaserR15X,0.801161
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,26,HeadYawTemp,0.582658
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,27,RElbowYawTemp,0.565874
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,28,RWristYawTemp,0.546182
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,29,LaserR12X,0.467316
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,30,LHandTemp,0.418012
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,31,TabletTouchY,0.010316
Robotics (Pepper),RBF + Ridge,WheelsControl.csv,32,TabletTouchX,0.007150
Robotics (Pepper),RBF + Ridge,JointControl.csv,1,KneePicthTemp,44.491195
Robotics (Pepper),RBF + Ridge,JointControl.csv,2,LaserR15X,11.844163
Robotics (Pepper),RBF + Ridge,JointControl.csv,3,LaserR12X,11.674509
Robotics (Pepper),RBF + Ridge,JointControl.csv,4,LaserShovel03X,10.606595
Robotics (Pepper),RBF + Ridge,JointControl.csv,5,RShoulderRollTemp,10.457483
